row_id,yhat
0,0.06300000101327896
1,0.06800000369548798
2,0.23399999737739563
3,0.028999999165534973
4,0.4169999957084656
5,0.052000001072883606
6,0.05700000002980232
7,0.10000000149011612
8,0.4269999861717224
9,0.0820000022649765
10,0.42500001192092896
11,0.2150000035762787
12,0.4749999940395355
13,0.23999999463558197
14,0.3479999899864197
15,0.48100000619888306
16,0.10599999874830246
17,0.15299999713897705
18,0.33899998664855957
19,0.1599999964237213
20,0.10700000077486038
21,0.3540000021457672
22,0.20800000429153442
23,0.3930000066757202
24,0.5619999766349792
25,0.09000000357627869
26,0.49399998784065247
27,0.10899999737739563
28,0.06599999964237213
29,0.43299999833106995
30,0.23199999332427979
31,0.43799999356269836
32,0.10499999672174454
33,0.4749999940395355
34,0.0989999994635582
35,0.0860000029206276
36,0.26499998569488525
37,0.3479999899864197
38,0.4339999854564667
39,0.6970000267028809
40,0.33000001311302185
41,0.20800000429153442
42,0.15600000321865082
43,0.10899999737739563
44,0.11800000071525574
45,0.17299999296665192
46,0.14800000190734863
47,0.08799999952316284
48,0.14100000262260437
49,0.054999999701976776
50,0.7400000095367432
51,0.2290000021457672
52,0.40799999237060547
53,0.3569999933242798
54,0.1459999978542328
55,0.17499999701976776
56,0.5270000100135803
57,0.0860000029206276
58,0.23800000548362732
59,0.28600001335144043
60,0.25999999046325684
61,0.18700000643730164
62,0.15600000321865082
63,0.3869999945163727
64,0.21699999272823334
65,0.0860000029206276
66,0.4869999885559082
67,0.3089999854564667
68,0.4580000042915344
69,0.25699999928474426
70,0.08900000154972076
71,0.13199999928474426
72,0.48399999737739563
73,0.15399999916553497
74,0.06800000369548798
75,0.06400000303983688
76,0.6489999890327454
77,0.47600001096725464
78,0.24199999868869781
79,0.23100000619888306
80,0.46000000834465027
81,0.5839999914169312
82,0.3100000023841858
83,0.2680000066757202
84,0.7279999852180481
85,0.4880000054836273
86,0.09799999743700027
87,0.5139999985694885
88,0.04600000008940697
89,0.574999988079071
90,0.050999999046325684
91,0.1889999955892563
92,0.09000000357627869
93,0.453000009059906
94,0.5109999775886536
95,0.11299999803304672
96,0.050999999046325684
97,0.34299999475479126
98,0.02800000086426735
99,0.3610000014305115
100,0.18799999356269836
101,0.09700000286102295
102,0.33000001311302185
103,0.1550000011920929
104,0.08299999684095383
105,0.42800000309944153
106,0.20000000298023224
107,0.6570000052452087
108,0.2160000056028366
109,0.27399998903274536
110,0.23100000619888306
111,0.42800000309944153
112,0.20000000298023224
113,0.24199999868869781
114,0.23199999332427979
115,0.4390000104904175
116,0.48500001430511475
117,0.19699999690055847
118,0.18000000715255737
119,0.3799999952316284
120,0.05299999937415123
121,0.3569999933242798
122,0.08299999684095383
123,0.44699999690055847
124,0.32199999690055847
125,0.23399999737739563
126,0.0949999988079071
127,0.5770000219345093
128,0.30399999022483826
129,0.2240000069141388
130,0.2639999985694885
131,0.31299999356269836
132,0.11400000005960464
133,0.08299999684095383
134,0.39399999380111694
135,0.35600000619888306
136,0.3610000014305115
137,0.04500000178813934
138,0.9610000252723694
139,0.652999997138977
140,0.16200000047683716
141,0.2529999911785126
142,0.31200000643730164
143,0.14100000262260437
144,0.628000020980835
145,0.24799999594688416
146,0.10599999874830246
147,0.25
148,0.44699999690055847
149,0.2809999883174896
150,0.12800000607967377
151,0.07400000095367432
152,0.1340000033378601
153,0.05000000074505806
154,0.26899999380111694
155,0.050999999046325684
156,0.3100000023841858
157,0.46299999952316284
158,0.09200000017881393
159,0.4410000145435333
160,0.19499999284744263
161,0.4390000104904175
162,0.10000000149011612
163,0.2370000034570694
164,0.42800000309944153
165,0.5950000286102295
166,0.6549999713897705
167,0.08100000023841858
168,0.4699999988079071
169,0.765999972820282
170,0.5249999761581421
171,0.2529999911785126
172,0.125
173,0.09099999815225601
174,0.6909999847412109
175,0.6119999885559082
176,0.05999999865889549
177,0.41100001335144043
178,0.5040000081062317
179,0.20999999344348907
180,0.03099999949336052
181,0.257999986410141
182,0.4729999899864197
183,0.08500000089406967
184,0.10400000214576721
185,0.14100000262260437
186,0.23000000417232513
187,0.08100000023841858
188,0.3199999928474426
189,0.09799999743700027
190,0.5260000228881836
191,0.5299999713897705
192,0.2759999930858612
193,0.12999999523162842
194,0.31200000643730164
195,0.42500001192092896
196,0.8019999861717224
197,0.0989999994635582
198,0.25099998712539673
199,0.164000004529953
200,0.40700000524520874
201,0.28200000524520874
202,0.061000000685453415
203,0.07699999958276749
204,0.029999999329447746
205,0.23800000548362732
206,0.18199999630451202
207,0.09300000220537186
208,0.12600000202655792
209,0.38199999928474426
210,0.20900000631809235
211,0.20000000298023224
212,0.3709999918937683
213,0.38100001215934753
214,0.13500000536441803
215,0.164000004529953
216,0.0820000022649765
217,0.17399999499320984
218,0.04100000113248825
219,0.6349999904632568
220,0.21199999749660492
221,0.1889999955892563
222,0.06400000303983688
223,0.06400000303983688
224,0.5130000114440918
225,0.4440000057220459
226,0.3179999887943268
227,0.5339999794960022
228,0.11299999803304672
229,0.5580000281333923
230,0.13500000536441803
231,0.5049999952316284
232,0.23399999737739563
233,0.9169999957084656
234,0.23199999332427979
235,0.23899999260902405
236,0.16200000047683716
237,0.4090000092983246
238,0.09600000083446503
239,0.18299999833106995
240,0.03400000184774399
241,0.13300000131130219
242,0.05700000002980232
243,0.29600000381469727
244,0.5440000295639038
245,0.4480000138282776
246,0.5139999985694885
247,0.28600001335144043
248,0.08500000089406967
249,0.25
250,0.06400000303983688
251,0.035999998450279236
252,0.6629999876022339
253,0.4000000059604645
254,0.19599999487400055
255,0.3540000021457672
256,0.10599999874830246
257,0.0689999982714653
258,0.3659999966621399
259,0.03500000014901161
260,0.42899999022483826
261,0.7649999856948853
262,0.503000020980835
263,0.5130000114440918
264,0.8629999756813049
265,0.34200000762939453
266,0.18400000035762787
267,0.041999999433755875
268,0.164000004529953
269,0.05700000002980232
270,0.10899999737739563
271,0.656000018119812
272,0.2619999945163727
273,0.3709999918937683
274,0.26499998569488525
275,0.08799999952316284
276,0.3880000114440918
277,0.42800000309944153
278,0.3190000057220459
279,0.04899999871850014
280,0.1469999998807907
281,0.7300000190734863
282,0.08500000089406967
283,0.07800000160932541
284,0.2980000078678131
285,0.09200000017881393
286,0.29899999499320984
287,0.12200000137090683
288,0.11299999803304672
289,0.10000000149011612
290,0.15199999511241913
291,0.13099999725818634
292,0.4519999921321869
293,0.6019999980926514
294,0.38499999046325684
295,0.38100001215934753
296,0.3019999861717224
297,0.032999999821186066
298,0.26499998569488525
299,0.2980000078678131
300,0.05900000035762787
301,0.41600000858306885
302,0.09099999815225601
303,0.09799999743700027
304,0.0860000029206276
305,0.08799999952316284
306,0.13600000739097595
307,0.3089999854564667
308,0.12300000339746475
309,0.453000009059906
310,0.10700000077486038
311,0.6740000247955322
312,0.26899999380111694
313,0.6069999933242798
314,0.6639999747276306
315,0.41100001335144043
316,0.4749999940395355
317,0.6980000138282776
318,0.25200000405311584
319,0.07500000298023224
320,0.375
321,0.05900000035762787
322,0.03799999877810478
323,0.09300000220537186
324,0.19599999487400055
325,0.48399999737739563
326,0.41200000047683716
327,0.15299999713897705
328,0.27300000190734863
329,0.49900001287460327
330,0.777999997138977
331,0.0820000022649765
332,0.06400000303983688
333,0.31200000643730164
334,0.6240000128746033
335,0.10300000011920929
336,0.05400000140070915
337,0.15800000727176666
338,0.3630000054836273
339,0.23000000417232513
340,0.12999999523162842
341,0.2750000059604645
342,0.2160000056028366
343,0.26600000262260437
344,0.08900000154972076
345,0.42500001192092896
346,0.16599999368190765
347,0.13500000536441803
348,0.7549999952316284
349,0.6129999756813049
350,0.33000001311302185
351,0.17000000178813934
352,0.3490000069141388
353,0.16500000655651093
354,0.13500000536441803
355,0.6000000238418579
356,0.06300000101327896
357,0.9210000038146973
358,0.2160000056028366
359,0.21899999678134918
360,0.0729999989271164
361,0.3720000088214874
362,0.44999998807907104
363,0.17399999499320984
364,0.22300000488758087
365,0.5149999856948853
366,0.45500001311302185
367,0.13699999451637268
368,0.23600000143051147
369,0.49000000953674316
370,0.3919999897480011
371,0.29100000858306885
372,0.3109999895095825
373,0.10100000351667404
374,0.11100000143051147
375,0.2630000114440918
376,0.578000009059906
377,0.05299999937415123
378,0.09099999815225601
379,0.4959999918937683
380,0.05700000002980232
381,0.4519999921321869
382,0.335999995470047
383,0.26499998569488525
384,0.31700000166893005
385,0.09300000220537186
386,0.47699999809265137
387,0.20800000429153442
388,0.5699999928474426
389,0.5839999914169312
390,0.2750000059604645
391,0.5929999947547913
392,0.5289999842643738
393,0.5149999856948853
394,0.3149999976158142
395,0.36899998784065247
396,0.10999999940395355
397,0.1599999964237213
398,0.9369999766349792
399,0.03700000047683716
400,0.17599999904632568
401,0.05700000002980232
402,0.4129999876022339
403,0.07900000363588333
404,0.6959999799728394
405,0.2639999985694885
406,0.1679999977350235
407,0.31299999356269836
408,0.07100000232458115
409,0.22499999403953552
410,0.13899999856948853
411,0.36500000953674316
